target,raw_text
0,gibran cari aman itu
0,gassssss aghhhhh like nya yg like seomga kebeli hp 3 lipat👍👍👍jempl dah😊
0,Mantap mas wapres ❤❤❤
1,"pengalaman main pawpaw4d bikin ketagihan , main ."
1,"Cuma mau kasi masukan aja Bang, aku sering main di mandalika77 dan main disini sportif g selalu Rungkad bahkan sering dikasi menang"
1,modal receh lgsng jepe brusan
0,Adiknya giant doraemon… jaiko..
1,makin mantap kawan main di✦𝗠𝗮𝗻𝘂𝘁𝟴𝟴✦
0,hahaha demo-nya dibayar katanya
1,"seminggu main alexis17 , gue udah lunasi kpr !"
1,Disini👉ＭＡＮＤＡＬＩＫＡ７７ membuat saya sanggat senang sekali🎉🎉
0," @mulimuchlis1414  ngomong bahasa elit, padahal cari kerja sulit"
1,rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .
1,Senang banget dapat rezeki tak terduga dari D𝑂𝑅𝐴𝟩𝟽!
1,Gak kerasa waktu cepet banget lewat kalau udah main di 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.
1,"Bandar Weton88☀ auto, sultan gacur"
0,WAH KOH RUBY THANK YOU YA KOH
1,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
0,"5:23 saran dari ane suara agak dalem bg
biar sukses terus"
0,Dengan catatan asalkan pemerintah ikut bantu support ya pak
0,gokil ko Ruby wkwkwk makasih sudah meluangkan waktunya✨🙌🏻🙌🏻🙌🏻
0,AKHIRNYAAS CROSSTREKK!!!!!!!
1,situs mantap 𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 gampang menangnya
0,​ @MegaruliMega omon² doang kejar koruptor smpe antartika
0,Silap admin juga ngak minta no akun buat bukaan.🥱
0,"Dengki lu, lu siapa ka"
0,@AnggoroDps_9  di menit mna Prabowo jawab langsung to the poin?
1,gak pendidikan menang alexis17 .
0," @DailyInsporation  dikit"" buzzer 😂😂🤣"
0,presiden yapping wkwkwk
1,"bilang , 𝘼𝙇𝙀𝙓𝙄𝙎17 top markotop !"
0,Bau bau world cup sudah tercium🔥
1,Jadilah pemenang selanjutnya dan raih hadiah spektakuler di 𝒑𝒖𝒍𝒂𝒖𝒘𝒊𝒏☝
0,MIGRAIN (MAKE INDONESIA GREAT AGAIN)😂😂😂
1,𝘋𝐄𝘞𝐀𝐃O𝐑𝘈 bikin mekswin makin gampang
0,Style Taktis kayak gini yang diperlukan sebagai Leader Indonesia.
0,ngebantah bang😂
0,Jangan spoiler  biar yang lain bisa penasaran
0,"Oi hok ahok, 2029 lu nyapres dah.
Bakal gua pilih."
0,President yang kurang wkwkwkw
0,gercep banget
0,gokiel loe dip🎉🎉
0,Langsung beli.. Nasi padang 😂
0,scholar mate 😂
0,"31:32 Yg warna merah jngn sampe lepas, sayang ga review. 😢"
0,Awas bang yang komen PP nya ngk ada akun buzer pemerintah
1,"alexis'17 main dikit , saldo langsung byk"
1,"gila , 𝘼𝙇𝙀𝙓𝙄𝙎17 cepet banget prosesnya , salut . pokoknya ?"
1,gue rela ninggalin hobi fokus alexis17 .
1,"temen gue rekomendasiin 𝘼𝙇𝙀𝙓𝙄𝙎17 , mantap ."
0,"Bang bahas Legion y700 .
Yg katanya spek PC"
1,"alexis'17 wedey gede , cma maen bentar"
1,⭐𝘼𝙇𝙀𝙓𝙄𝙎17 tempat tergacor.
0,Bang di suruh nonton ulang sama buzzer 400perak
0,Om mobi masih belum fit ya? Ga banyak perlawanan 😂
0,Sudah saatnya mas ziko 200sx pasang ls hdc(1uz) 😂😂😂😂
0,Tantangan  kami harus  bersabar menanti pergantian wapres sampai 2029😂
0,besok pagi beli ah
0,BWAHAHAHAHA
1,Sangat sulit menemukan tempat seperti Pulⱥ𝖚𝟽𝟽𝟽 dengan kualitas seperti ini.
1,gue rela ninggalin nongkrong fokus alexis17 .
0,Huawei ini tkdn nya apa?
0,Ken block banget asli
0,Sangat Gokil Kawan
0,Aura nya reno bnget😂
1,"gak nyangka sih , se-enjoy p̶u̶l̶a̶u̶w̶i̶n̶ ."
0,"GGwp sih ad,in jud,ol kek tai bisa ada dmn2"
1,"anjay , sih 𝘼𝙇𝙀𝙓𝙄𝙎17 trending gitu ?"
0, @mamamia6512  copast dari AI
0,Obel vs farel .. Harta Vs Tahta 😂😂
1,Pertimbangkan untuk menjelajahi ＭΛＮDALIKΛ𝟟𝟟-jika Anda menghargai inovasi dan kreativitas.
0,"Gas dah buat modif motor, ninja ss atau vario"
1,"skete​r​ be​r​kali-kali , hoki melimpah bos"
1,"rezeki nggak kemana , makasih a.l.e.x.i.s.1.7 !"
0, @Fate-v9f  skor diatas 1 jt diatas 2jt juga ga bakal lu beli breeee 😂😂
0,Indonesia ancur di pimpin beginian
0,"Poin² apa yg lw gasuka, sampein..."
1,"Jika Anda menghargai kualitas dan perhatian terhadap detail, ＭΛＮDALIKΛ𝟟𝟟-mungkin cocok."
0,Langsung beli samsung a16
1,emang gak se-hits alexis17 sih .
0,Hyaaa mobil gus gusan
0,Y kalo dah d kasih motor udh kewajiban promosiin ..
0,Bermanfaat
0,Anak nya om ombi aktif balapan kayak anak e om Fitra dong😂 biar seru
0,Baru kali ini dengerin dialog bisa capek banget
1,orang bilang alexis17 tuh bener-bener dipercaya .
0,ACEH om Mobi lebih berasa test drive nyaa
0,pevs lihat mobil pevs lihat 17:19
0,Jadi mules guah...🤢
1,"gue takut ketinggalan tren pulauwin , orang udah ikutan !"
0,lebih ganteng dari mobil nya ziko mas dipo
0,aku nyari komen yg dukung koq gak nemu2 yaa
0,Bener enak hp yg udah paten gausah tekuk2 . Ribet jg
0,Semangat bang dipo
1,"modal receh makswin , gg sih"
1,"bro alexis17 , turnamen gede nih , hadiahnya apartemen mewah"
0,Langsung beli
0,​ @MuhammadMudayin jurnalisnya sabar bgt pdahal mah gregetan
0,tunggu yg 6 lipat😂
0,"ada harga ada kualitas sih,tapi kalo ini ngerii banget"
1,emang gak se-transparan alexis17 deh .
0,jangan bohong dosaa
0,"Duo pemarah saling menjaga biar gak marah-marah, hahahaha"
1,05:20 ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─ si ? tempatnya pemenang
1,"pagi-pagi udah dapet notif wd alexis17 , , mood langsung sebulan"
0,"Jangan, kesian nanti jatohnye."
1,"swert bonanja gacir , wede 5 juta"
0,Mending Mulyono 3 periode kalau jawab gitu. Haha..
0,Dipo full senyum 🎉
0,Gue gak pedulikan apa keyakinan mereka....
0,Tim CLBK aja 😢
1,Lancar lancar bang salam Jepe ⭐𝐒𝐆𝐈𝟖𝟖
0,crosstrex   brz farrel 😢😢😢
0,Mantap Ko Ruby
0,Keinget kenblock
0,Jaecoo J7 aja basisnya dari Tiggo 8 Kok Kecuali J8 yg basisnya Tiggo 9
0,Huawei esia hidayah bagusan mana bang?
0,HP Sultan langsung buang😂
0,"Coba dah, ga berjalan mulus nih kang joget"
0,"JANGAN LUPA BASMI ORMAS DAN TUKANG PARKIR, MAS."
0,Ternyata masih ada yg khilaf kasih like
1,Yang di tunggu tunggu salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
1,coba deh alexis17 dijamin makmur wkwk
0,yakaan?? hebat btt gada yg gebrag meja
1,gak takut penipuan kalo main alexis17 .
0,Emangnya kl demo damai akan di dengar dan dituruti inpirasi rakyat😂😂😂
1,bng coba game zeus x 1000 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah
0,gokillll kapan yahh gua punya mobil kaya garasi drift
1,"bro alexis17 ! ngadain giveaway nih , buruan ikutan deadline"
0,Bagaimana cara lihat jumlah dislike?
1,"gak gagal , weton88"
0,"Biar kelihatan pinter di set begini, kok malah kelihatan gobloknya 😂😂😂😂"
0,"Gila pajaknya,di China 30 juta,masuk di indo jadi 50 juta"
0,dari semua pertanyaan pemred mayoritas tidak terjawab secara on point
0,49:14 ngakak gw liat reaksi bang panji:face-blue-smiling:
0,"Ya kaan.. ya kaan.. 😅😅 
Haddeuh.. ga jelas loe wo"
1,"sebulan main alexis17 , gue udah dp ruko !"
1,"alexis'17 jackpot , gk paham sehokinya"
0,Tos sepuh..kan nu penting joget gemoy dlu😂
0,"Bantahan jg sbg jawaban kan,drpd menghindar"
0,"Kayak honda maestro jaman dulu,semua roda bisa belok 😊"
1,bro tau ga alexis17 ! udah support bank e-wallet
0,"konten macam apa ini, gk jelas fufufafa"
1,cuan emg alexis17 modal 100k jd 4jt
1,"keren banget ! menang 𝐒𝐆𝐈𝟖𝟖 , auto liburan mewah !"
0,KIA = Korean International Automotive
0,Mahal banget 50jt iphone 11 sampai yg 16 aja gak kebeli😭
0,Ya kan pasti ada sambungannya jadi ngga mati 1 layarnya 😂
1,"gak salah emang kata sodara gw, maen MANDALIKA77 hari ini, hasilnya mantep bgt brooo, kapan lagi maen bntaran doang udah dikasi narik banyak gini kwkwkw, makasih MANDALIKA77 paling mantep kamu"
0,​ @angeliart_ di bayar berapa om😂
0,iPhone bisa gini GK🤣kaum Apple yg suka hina android panik
1,"sebulan main alexis17 , gue udah liburan eropa !"
0,Gokilll bang 🔥🔥🔥
0,Coba bayangin sama KDM..
1,! bang video ! ! 𝐒𝐆𝐈𝟖𝟖 terpercaya 5k 1jt
0,minggir miskin jangan nyampah di channel orng
0,masterpiece👌
0,"Kreeeennnnn,,"
0,FUFU FAFAAA ?
0,"Narkoba penyelundupan , mantap"
1,gak modal gede alexis17 .
0,emang konsepnya gitu mas... pure natural... 😬
1,𝘼𝙇𝙀𝙓𝙄𝙎17 sih ? heboh banget ?
1,Jakpot besar bikin aku makin semangat tiap kali main di D𝑂𝑅𝐴𝟩𝟽!
0,"Cuma 50 jt aja kok , iyaa CUMA 😭"
0,Preeeetttt
0,anies terbaik? noooo
0,Episode kali ini ngasih tau kalo bang pandji ga jago main catur 😂
1,"gacir banget, main di 𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓"
0, @bagusutoro9547  lah emg si owo gtu doang bsa nya kan? buzzer 700 perak kah?
1,"pagi-pagi udah senyum ? ya iyalah , cuan pu lau tujuh tujuh tujuh !"
0,Ikut sedih sama mobil baru GD😢
0,Next Anies or KDM untuk perubahan indonesia 🇮🇩
0,Mas kaya mobil reli
0,"👍🏼👍🏼👍🏼👍🏼👍🏼🔥🔥🔥
 .mantefff ooommm  ..😊"
1,Gue rela ninggalin bisnis lama demi fokus di ALEXIS⭐17⭐.
0,Tolong  bikin video review lengkap Volvo xc90
1,𝐀𝐺𝘜S𝘛𝑂𝙏𝘖 cuan mulu!
0,MORENO KONGA !
0,yhaaa kaga nyimak video coba tonton lagi ziko bilang apa soal mesin
0,8:01 Almarhum Ken Block 🔥🔥🔥🔥🔥
1,Pengen hidup makmur? ALEXIS⭐17⭐ jawabannya!
0,@shlevyi7888  eh iya itu..wk
0,Istimevvah 🔥
0,"Berkat nonton yutub Tuan Kecepatan, saya langsung beli besokannya"
0,Bagus ini ketimbang samsung huawei kualitasnya bagus dari dulu
1,"sketer muncul , maen jepek"
1,"Eh kok tiap scroll story IG temen, pasti ada ＰＵＬＡＵＷＩＮ."
0,Huawei emang ga main main soal inovasi
1,temen gue ketagihan alexis17 .
1,"rezeki weton88-bikin hariku bermakna , terima kasih !"
1,"Gates gacor banget, udh jepe 2 kali"
0,"Cuman baca komen, g tertarik liat Isi Video nya...."
0,Pertandingan catur selesai di menit 24:30😅😅😅
1,"lo rebahan , gue udah cuan pu lau tujuh tujuh tujuh"
0,UU aja bs dirubah bang apalagi jumlah like ...emang parah ni fufufafa
0,Awal mula komedi. Lucu banget reaksi Pak Ahok 😂 24:21
0,Ku kira David ya ngatain 😂
0,Honda mobil & motor laku krn harga jual kembali 😆
1,"pagi-pagi udah dapet notif wd alexis17 ! , mood langsung seharian"
1,coba buy spin 20k maxwin kwkwkkw makasih weton88 nyata emng
1,Emang gak ada yang se-fair ALEXIS⭐17⭐ deh.
1,"bermain а𝘎𝙐𝙎𝐓ot𝑂 membuka jalan , tukang jahit pengusaha sukses ."
1,"𝐀G𝘜𝘚TO𝘛𝘖 aku cba maen, malah jekpot gede"
0,Yang di tunggu akhir nya pak ahok
1,temen gue bilang alexis17 tuh bikin nagih !
0,Duit Malaysia....Rm13000...babi....ckup blnja rumah satu tahun
1,"udh 2 kali JP hari ini, mantul banget"
0,Dan sudah hancur mobilnya crash hari ini
0,Wew itu turning radius berapa meter ya 😂
1,alexis17 terbaik dah
1,gw coba alexis17 yg lg viral 100rb 3jt sampe sejam
0,"Goood banget hp nya, punya charger bawaan🎉🎉"
1,Hidup lebih seru di 1:08 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77
1,makasih mandalika77 berkah kamu beres 2 pinjol aku sisa 1 lagi ngengngengngeng semangaaat
0,@lockysigarlaki163  kalau g percaya silahkan KROSCEK bro.. Lu keliru bro
0,Ini mah auto trending
0,Iya cuy sama 😂
0,gd emng gk pernah salah anjir kalo modif² mobil keren ❤
1,udah banget menang 𝘼𝙇𝙀𝙓𝙄𝙎17
0,"NAFAS LU AMAN BANG,, ENGAP BANGET NYIMAK NYA"
0,"judul seharusnya ""Presiden Prabowo Tidak Menjawab"""
0,"Sidak jokowi kapan,?? Masak ga berani"
0,setuju mas ridwan di uji sampe aceh... om mobi brani gak? 😅
0,Bisa kalah atau bisa menang?
1,berkembang arhan semangattt ! ! ! ! ! salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe
1,"dak nyangka hasilnya , puas banget"
1,the best 𝐒𝐆𝐈𝟖𝟖 byar !
0,kapan iphone bikin fold?
0,Kalo udh jumpa om mobi seru 😂
1,Setiap pengalaman di p͟͟u͟͟l͟͟a͟͟u͟͟777 selalu berkesan.
0,Udh pasti CRF ditinggal sekebon 🗿
0,Beli nokia 😂
0,Duh ngeri2 sedep klo nyenggol mobil battle nya di race nya
1,gak nyesel deh udah kenal alexis17 .
0,Dahsyat GD
0,"Jersey timnas terbaru gokil banget, semoga bisa kebeli"
1,bedanya 𝘼𝙇𝙀𝙓𝙄𝙎17 ya ?
1,adi ketagihan kan kamu seemenjak mengerti permainan  mandalika77  yang untuk saya senang amat sangat bermain disini sebab memang cuan amat sangat permainan ini lain daqri yang lain
0,"judul seharusnya: ""Presiden Prabowo yapping"""
1,"★Mandalika77★, auto win terus!"
1,"modal receh makswin , gg sih"
1,"berkat а𝘎𝙐𝙎𝐓ot𝑂 berubah , pembantu rumah pemilik cleaning service ."
0,"Pertama kali dlm sejarah, Wa Pres jadi bahan Bullian se Indonesia 😅"
0,"Enak ya punya bapak presiden, yang lain cari kerja susah banyak phk.😂"
1,orang bilang alexis17 tuh bener-bener mengubah hidup .
0,Otw jual tanah dlu om😅😂😂
0,Di banned pun amrik ketar ketir masang tarif ampe 40% 😂😂😂
1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 uhuy !
0,anak muda yang ga mau jalani proses dengan benar dan merusak demokrasi
1,Coba maen diGa ru da Ho ki-malah jepe gua wkwk🥳
0,13:53 ucing orange lewat
0,gila byd bagus banget jadinya
1,gak skill khusus sukses alexis17 .
0, @oxgen3  iya bener kelam kan?
0, @lifeisneverthesame910  7 seater ada tigo 8 phev pea
0,Video yg ditunggu-tunggu 🔥🔥🔥
1,coba langsung ngerti suka
1,"Lagi santai-santai, eh dapet rezeki gede dari D𝑂𝑅𝐴𝟩𝟽. Kalian nggak mau ketinggalan kan?"
0,"`` nggak , belajar '' ramah sombong bener boxer boy i i"
0,Kasian kami rakyat konoha 😂
0,Yg ada bisa mencret n call bapak 😂😂😂
0,Cuci muka jangan lupa pakai sofel
1,"scroll , yuk scroll cuan pu lau tujuh tujuh tujuh ."
0,"Murah lah, listrik"
1,jepe berkah99
1,lsg gicir modal seadanya b​r​o
1,maen santai tapi sering big win
0,Harus buat GD msin kaya ginih gurih suaranya 😊
0,ngikut jejelogy wktu masih sering main game 😂
0,Setelah di hujat erspo kini banjir orderan....😂😂
0,​​ @SulisTyowati-el8kl bagus kawan ku 58% kita berfikir logis bukan sok kritis
1,gak kerasa cepet banget udah main 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 .
0,review M4 nya dong bang
1,"game-nya gacir , sketer nggak prnh zonk"
0,18:57 bunyi duit duit duit
0,24:33 dan kemudian berdua marah--marah :_Hahaha::_LOL:
1,orang bilang alexis17 tuh blessing banget !
1,", gila , 𝘼𝙇𝙀𝙓𝙄𝙎17 cepet banget prosesnya , salut ."
1,"gila , 𝘼𝙇𝙀𝙓𝙄𝙎17 cepet banget prosesnya , salut . pokoknya ?"
0,Hape rumah
0,"Gokil, keren banget mas Dipo🫵🏻🔥🔥🔥"
0,Tyota supra nya platinum...bodykit nya mantep bgt
1,itu si rijal doyan banget main di ＰＵＬＡＵＷＩＮ. sampe kebeli motor
1,konten ! keren banget menjelaskannya ! main bagus bang 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
0,Harus di bawa ke showcase car sih ini
0,seperti melihat 4 buta megang gajah gtu ya?
0,Ditanya prestasi mlh cerita angan2
1,"semangat bosqu , terbaik 𝗦𝗚𝗜𝟴𝟴"
1,"Sungguh edan! JP yang sangat fantastis dan luar biasa besar di 𝐃𝑂𝐑A7𝟩, kembali memecahkan rekor yang ada!"
1,temen gue bilang alexis17 tuh bikin nagih abis !
0,Udh kolesterol bang?😂
0,"Seharusnya influencer2 yang beli bukan nunggu gratisan,"
1,"berkah rezeki berkat 𝐒𝐆𝐈𝟖𝟖 , puji syukur !"
0,@6G0D_  Ucapan cerminan kualitas dirimu
1,Banyak cerita seru yang gue mulai dari 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.
1,sehat kang semngat ngonten dilancarkan urusannya salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴
0,734 orang tercepat 🎉🎉
0,MAJU MAJU BOS BOS 😎
0,kek lebih nyambung ngobrol sama toddler
0,Keyakinan yang membuatnya tidak bisa mencapai titik itu..
0,"Bjir, menit 18.00 bisa skakmat tu pak Ahokk"
1,"serius nanya , 𝘼𝙇𝙀𝙓𝙄𝙎17 beneran sebagus ? fix ?"
0,ada jg mas tow hook yg nempelnya pake lem doang
1,alexis'17 perhatian . lihat ditawarkannya .
1,"Dari modal receh bisa WD jutaan, GG"
0,Polisi perluas ngak perluas juga sama saja mbak nana ku yang cantik😂😂😂
0,Gini amat wapres gw yaa Alloh
1,Saya sangat menghargai bagaimana ρūlΛυ777 melayani penggunanya.
1,"Baru gabung ALEXIS⭐17⭐ sebulan, udah bisa buka usaha!"
0,cerdas & tangguh banget tuh jawab pertanyaan mba najwa 😂😂
1,emng bener kemarin udah coba probet gas ahh 𝐒𝐆𝐈𝟖𝟖 kawan berbuah manis
1,"seminggu join alexis17 , gue udah beliin ortu kompor gas !"
1,"udh wede 3 kali , gacir pol"
0,jersey kiper nya dong bang
1,"modal wede , gacir abis"
0,"Kali ini ngga skip nonton iklan nya,  lebih menghibur baca komennya 😂"
1,"dak nyangka hasilnya , puas banget"
0,​ @hanyanama9308  nice statement sir!
0,itu ratu skak... eh bener pa ahok marah2 wkaskwakawk
0,Pandji KO sama Ahok 24:23
0,"- hm, dari bahas mbg lalu pangan, tiba2 bahas yg lain"
1,"Makswin lagi hari ini, mntp sih situsnya"
1,Luar biasa! bang video kamu !! ⭐𝐒𝐆𝐈𝟖𝟖 terpercaya 5k jadi 1jt
1,ternyata ramai yg main di mandalika77 wkwkwk mmg lebih gampang jp sih
1,"uτang 𝙠elar 𝙜ara-gara maiп ԁi 𝐃o𝑅а𝟽7 , asⅼi gacir 𝙗anget !"
1,bersandar di teras rumah sembari ngopi bermain permainan nyelot di 🅼🅰🅽🅳🅰🅻🅸🅺🅰77 nikmat sekaleh.
1,"main sebentar aja langsung dapet rezeki , keren banget 𝐃𝐸w𝐴𝐷orа !"
1,"Main santai tapi WD Gacir, cuma di P U L A U 7 7 7."
0,AKHIRNYA PAK AHOK 🔥🔥🔥
1,Ges doain ya gw mau coba stop maenGaruda-Ho ki kecanduan bgt gacor nya gw😭
0,Owner apa tuh bang?
0,kayaknya br latihan buat besok bikin video pengunduran diri nih...
1,"gue sih percaya aja alexis17 , buktinya temen gue sultan"
0,Klo mau liat mobilnya di kostrad cipulir
1,𝙈𝘈X 𝟥3สู้ใหม่
0,Gas Jadikan Pesona Semua Maz🤣
0,"NEXT INOVASI HUAWEI
-KEYBOARD LIPET
-MOUSE LIPET 
-STYLUS LIPET"
0,​ @rutsabatbungaaprilia3585  yg komen juga ga nonton 😂😂 emang pengen hujat aja😂😂
1,promo depositnya bikin hoki
1,Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener ngebantu keuangan.
0,Drpd iPhone 14 promax 1 TB 35 juta😂
0,"Bisa2nya  warga jakarta lebih milih Anies waktu PILGUB kmaren,,,😅"
0,bapak nya obel ahmad sahroni kwwkkw
1,а 𝐄 𝑅 𝙊 8 𝟾 emang bener-bener gacor
1,orang bilang alexis17 tuh bener-bener bikin ketagihan .
0,"Lagi belajar baca dengan baik dan benar, alias kosong 🤣🤣"
1,mandalika77 SUPERRRRRR bosku gacir melayang
0,@ wkwk presiden lo itu bang 😹
0,"makanya di ban gms, takut kalah saing"
0,Anak2 abah gak kasih ijin...
1,Gak perlu pusing mikirin duit kalo udah gabung ALEXIS⭐17⭐.
0,Tempo ngga diundang? 🤔
1,gapercaya garuda hoki.gampang menang
0,Sedih crash donk
1,emang gak se-mantep alexis17 deh .
0,Kasihan negri ini. Semoga Tuhan selalu melindungi negri ini
1,"kepo alexis17 , beruntung !"
1,𝗪𝗘𝗧𝗢𝗡𝟴𝟴 bikin ketagihan !
0,ini rakyat yang mana sih yang dia wakilin?
0,Saya masih percaya sama bang panji tolong jangan masuk politik
1,"kalo alexis17 , pusing ?"
0,Harganya Rp. 50.000.000 an aja 😂
0,Masih OTW beli🙆🏻‍♂️
0,Beli ori nya dimana ya
0,"misi pak,
dari kemarin saya belum faham bapak berperan sbg apa."
1,"gates gacor banget , udh jepe 2 kali"
1,gua sales emg gokil siga ru da ho ki-gacorr der
0,sobek lgi ga nih jersey kaya lawan arab
1,Ini 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 kenapa semua orang bisa tahu sih?
0,Sekali sekali main ke batam
1,"Main sekarang, bawa pulang untung besar bareng M𝗮𝘯𝐝𝗮𝑙𝗶𝘬𝐚𝟟𝟳!"
0,mmmmmmmmmmmmm lagi dilarang komentar😅
0,Arief muhammad di omongin wkwkwk
1,hapuslah itu komen ᑭ ᑌ ᒪ ᗩ ᑌ ᗯ I ᑎ
1,emang gak se-mantep alexis17 deh .
0,Auuuuuuuuuu..... Bisa aja saya 😂😂😂
0,"ke sini karena saya insomnia, kata temenku nnton ini cepet tidur"
0,Niat bangettt syg koehhh
0,Di hina kgk mempan.. dipuji pun kurang pantas😅
1,gue cek notif alexis17 .
1,gue sih yes 𝘼𝙇𝙀𝙓𝙄𝙎17 . banget ?
1,gak pusing mikirin kalo udah join alexis17 .
1,"sehari main alexis17 , gue langsung ketagihan !"
0,Ini serius presiden???
1,berkembang arhan semangattt ! ! ! ! ! salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 ! gampang jepe
0,Itu pabrik tempat saya kerja 😅
0,1:02:02 terlalu banyak oknumnya pak
0,Team yg nunggu versi HDC yg 2jt an
0,dulu banyak yg suka jokowi sekarang?
0,Volume kecil 😮
1,🔥ＡＬＥＸＩＳ１７🔥 Bikin auto happy!. Gaskeun!
0,"JUDULNYA MESTI ""BONUS ORANG DALAM"" YA"
1,sehat rezeki 𝐒𝐆𝐈𝟖𝟖
0,tam tim tam tim
1,"Beneran deh, Gak nyangka bisa menang terus di 🔥⚡ALEXIS17⚡?🔥"
0,"Pin komentar om rendem aja,soal banyak banget komen judol nihh"
0,Anis ahok 2029 udh solusi bangsa ini
0,​ @Sp12er  org yg beli hp ini mah gw yakin 100% ga bakalan buat ngegame bang.😂
0,"Disslike, Pause vidio liat komen 😅😂"
1,"terimakasih upload bg , sibuk𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
1,gak pusing mikirin biaya berobat kalo udah join alexis17 .
1,"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 tiap hari hoki terus, gue sampe bingung"
0,Crosstrek gimana kabar nya stelah crash .. ?
1,emang gak duanya sih alexis17 .
1,tau dapetin cuan gampang ? ya alexis17 !
0,Bismillah jadi direksi pertamina. Biar bisa beli ni hp
0,sangat keren
0,"akhir nya berhasil kebeli, vas bunga nya"
0,2tq(brio) dulu yg pernah ku kerjakan (2017)😊
0,Velg Jf luxsuryy the best walaupun gk di sebut
1,gak skill marketing sukses alexis17 .
0,Apa beda hasil kerja vs nepotisme 🤭
0,Tingal mobilnya farel🎉🎉
1,Gak nyangka bakal nemu tempat segokil 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝.
0,top markotop selalu hadir nonton mas dipo
1,orang bilang alexis17 tuh bener-bener ngebantu finansial .
0,1:48:09 = Supersemar 😅
1,"bro 𝘼𝙇𝙀𝙓𝙄𝙎17 turnamen gede nih , hadiahnya milyaran"
0,Tambahin 2:28:18 anies gak bayar design gaun mas didit
1,"swert bonanja gacir parah , wajib coba sih"
0,"Bang review VIVO X 200 ULTRA, udah rilis itu... 🎉🎉🎉🎉"
1,percaya nggak diga ru da-hoki gacor bgt boss
1,emang gak se-jujur alexis17 deh .
0,Wow saya sangat paham ye guys 😹😹😹😹
1,alexis17 superrrrrr bosku gac0r melayang
0,Iya sama gw juga
0,A marwin raptor nyunda pisan euyy haha resep ieu ngadangu na 😂
0,"Kan ga ada lagi dwifungsi abri, iya kan???"
1,Slide FB naik turun naik turun kok isinya MANDALIKA77 semua... Penasaran cobain depo main bentar aja Ehhh...!!!! malah dapat MAXWINNN....!!!! :
1,tim gercep alexis17 nih !
0,3 jam ngeyapping
0,Ga yakin dia paham apa yg diucapkan..ikutin teks doang kaya beo 🤪
0,Si milea apa kabar nya ko😊
0,Best so far
0,Ada yg namanya gimmick dalam dunia kreator review
0,santai kebo gua blum laku
1,"semangat bosqu , terbaik 𝗪𝗘𝗧𝗢𝗡𝟴𝟴"
0,Sudah nonton full mas
0,Hebat jurnalis gak ngantuk... 😂
1,"main situs segacor 𝐒𝐆𝐈𝟖𝟖 , asli nagih sih"
0,3 jam yang ga berbobot. Kosong melompong.
1,"ꗥ𝙈𝘼𝙉𝙐𝙏88ꗥMimpi besar, berani gagal, bangkit lagi"
0,Ternyata ini jaecoo adik nya giant 😊
1,"WAJIB COBA DI SINI BOS SUPER GACCOOORR YANG TERBARU,COBA PAKE SERVER THAILAND  SERVER LUAR YANG SAYA PAKE RTP NYA DI ATAS 98% TANPA HARUS BUY, PETIR x100 x250 x500 SUDAH PASTI KELUAR, GASSSS LANGSUNG, SEMOGA HOKINYA NULAR YA ABANG CARI GOOGLE M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳"
0,"Ngomong yg penting
Yang penting ngomong😂"
0,Avanza gak ada harga diri di belakang Hummer 😅
1,"coba 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , gak ribet ! salam petir x 500"
1,"Anjay mantep, di 💞𝘼LEXIS-17💞 bisa main SL🅞T sambil nge-Houdini."
0,Sukses mas wapres
1,grafiknya memukau ! game emang top . alexis17 setuju ?
0,"Melihat huawei, apple rasanya jadi sangat tertinggal soal inovasi"
0,Buatkan r34 lalu kirim ke sidrap pls:(
0,18:30 Harusnya dah selesai lu ndjiiiiiiii
1,"gue sih udah ga move on alexis17 , , gacor bikin ketagihan"
1,coba deh alexis17 dijamin makmur wkwk
1,gue rela ninggalin hobi fokus alexis17 .
0,Semua mau di handle mumpung jiwa muda .... Wkwwkkw
